Name,Stand,Address,Website,Facebook,Instagram,Youtube,LinkedIn,Twitter,Description
Filippos Beis - Philippos Flavors,Hall: Shk Saeed Hall 1 Stand: S1-H27,"1st klm Arta-Ioannina ,ARTA ,GREECE ,47100 ,Greece ",https://www.philipposflavors.com/,,,,,,proccess & packing olives *black olives *green olives *stuffed olives *kalamata olives *olivepaste
Flechard Sas,Hall: Hall 1 Stand: F1-29,"790, Muangsamut Prakan ,France ",https://www.foodspecialize.com,,,,,,
Fida S.p.A.,Hall: Shk Saeed Hall 1 Stand: S1-D46,"Strada Sarasino, 38/40 ,Castagnole Lanze (AT) ,14054 ,Italy ",https://www.fidacandies.it/en/,,,,https://www.linkedin.com/company/fida-s.p.a./mycompany/,,"Fida, an Italian company located in Castagnole delle Lanze in the heart of Piedmont, was founded in 1973, inspired by making soft fruit-flavored jellies with an artisanal processing method, from which the famous Bonelle are born. Over time, the company has become a market leader in jellies and sweets, becoming well-known with the company’s flagship brand Bonelle, a veritable patrimony of sweetness and experience. In 2016, Fida bought the Rossana candy from Nestlè Italia and immediately re-launched the Perugian brand. Fida sweets over the years have won over an increasing number of consumers, thanks to the high quality achieved through the careful combination of tradition and innovation."
FlavourTech Gida San. ve Tic. Ltd. Sti.,Hall: Concourse 1 Stand: CC3-14,Turkey ,,,,,,,
Fisher Farms Inc,Hall: Shk Rashid Hall Stand: R-174,Philippines ,,,,,,,
Floating Leaf Fine Foods,Hall: Shk Saeed Hall 2 Stand: S2-F17,"28A christohper street ,Winnipeg ,MB ,Canada ",http://www.eatwildrice.ca,,,,,,
Flying Trade (India) Private Limited-IN,Hall: Za'abeel Hall 5 Stand: Z5-G54,"Amanat Pur Road, P.O. Nussi ,Jalandhar ,Punjab ,India ",https://www.ftgplc.in,,,,,,
Fonterra,"Hall: Hall 1 Stand: D1-2, E1-1","Floor 19, API Trio Tower ,PO Box 54730 ,Sheikh Zayed Road ,Dubai ,United Arab Emirates ",https://www.nzmp.com/global/en.html,,,,https://www.linkedin.com/company/nzmp,,"Fonterra is a New Zealand dairy Co-operative made up of hard-working farming families. We are committed to farming in a way that regenerates our farms and the environment. Fonterra has a range of world leading brands, and will be showcasing NZMP, Anchor Food Professionals and our Fonterra Sustainability Solutions at Gulfood 2023. NZMP is Fonterra's global dairy ingredients and solutions brand. Trusted globally, NZMP ingredients are sold in more than 130 countries and are used by some of the world’s most famous food and nutrition brands. NZMP has one of the broadest ranges of ingredients in the dairy industry, providing hundreds of solutions to meet the needs of customers every day. Backed by Fonterra's New Zealand grass-fed farming heritage and expertise, world-class processing and leading quality standards, NZMP ingredients and solutions deliver real market advantage, trusted for their high performance and exceptional quality. Anchor Food Professionals is the foodservice business of Fonterra. Anchor Food Professional creates high-quality, fit-for purpose products and solutions for foodservice professionals in over 50 countries."
FOOD CITY (ATT GROUP),Hall: Al Mustaqbal Plaza Stand: HP2-C2,"KALUZHSKOYE HIGHWAY 10 ,SOSENSKOYE ,22ND KILOMETER, KALUZHSKOYE HIGHWAY., BUILDING ?10 ,Russia ",,,,,,,
Food and Fine Pastries Manufacturing Company (Sunbulah),Hall: Hall 7 Stand: C7-30,"P.O. Box 8960 ,Jeddah ,Saudi Arabia ,Saudi Arabia ",https://www.sunbulahgroup.com/,,,https://www.youtube.com/@sunbulahgroup3867,https://www.linkedin.com/company/sunbulah-group/,https://twitter.com/Sunbulah_group,"Sunbulah Group’s solid roots in Saudi Arabia began with three Saudi friends, tracing back to 1980 and a 6000 square meter start-up pastry plant. The partners recruited experienced business and technical consultants to help them build the vision of a world-class fine foods and pastry manufacturing company, the first of its kind in the country. Within 2 years, major construction began, state-of-the-art machines and equipment were installed, including the first shock freezer in the Middle East. Since Sunbulah’s inception in 1980, the vision that was maintained is “Empowering the Food Industry.”The company diversified its activities from food manufacturing to brand building, retail, logistics, food services, and disruptive ventures. It is now one of the largest food companies in Saudi Arabia and the Middle East. Being a leader in our field, we have established a strong presence across different food categories including frozen pastry & vegetables, frozen processed meat, premium cheese, natural honey and organic products."
Finlays Colombo Limited,Hall: Za'abeel Hall 2 Stand: Z2-E33,"309/6 Negombo Road ,Welisara, Ragama ,11010 ,Sri Lanka ",https://www.alwazahtea.com,,,,,,"Finlays was established in 1750 in Scotland. It now has a worldwide branch network covering the UK, USA, Argentina, Kenya, Indonesia, Vietnam, and the UAE. Finlays Colombo branch was established in 1893 and is one of the oldest companies in Sri Lanka with over 125 years of experience in the tea industry with production, blending, packaging and trading expertise. Finlays Colombo was one of the pioneers in valued added exports and has been constantly within the top 10 exporters of value added teas from Sri Lanka. Our production facility is ISO 22000:2005 (Food Safety Management System), ISO 9001:2008 (Quality Management System), ISO 14001:2004 (Environment Management System) and SKAL (Organic Tea Certification) certified. Also, the Analytical Laboratory is ISO/IEC 17025:2005 accredited and the Teabag manufacturing plant is BRC (British Retail Consortium) certified. This state-of-the-art Colombo packing facility, which is amongst the most modern in Sri Lanka, was built in 1997. It encompasses tea warehousing, tea processing, quality assurance and marketing, all under one roof andis fully equipped with modern tea bagging machines such as IMA C24E, IMA C27 and IMA C23 together with a host of other ancillary equipment to facilitate a fully flexible automated production unit. Our lines of tea bagging machines are capable of producing 1.5 million teabags per day (with or without envelopes). The state-of-the-art tea bagging machines produce staple-free, knot technology teabags. Each teabag produced by these machines is optically scanned to ensure a defect-free, safe-for-use product. We also operate an automated tea blending machine with a capacity of 10 metric tons per hour. The flexibility we offer customers is our ability to undertake packing of small volume production runs providing new entry customers an opportunity to utilize our services to gradually develop and expand their businesses."
Food Ram Ltd,Hall: Shk Saeed Hall 1 Stand: S1-H8,Cyprus ,,,,,,,
FOODOPIA CO. LTD.,Hall: Shk Rashid Hall Stand: R-254,"No.33-B, YONG CHUN ROAD, TAICHUNG 40859 ,Taichung ,Taiwan ",http://www.foodopiaco.com.tw,,,,,,
Foodedge Gourmet Pte Ltd - SG,Hall: Shk Rashid Hall Stand: R-J20,"26 Woodlands Terrace ,738449 ,Singapore ",https://www.foodedgegourmet.com,https://www.facebook.com/Melvados,,,,,"Founded in 2003, Foodedge Gourmet manufactures gourmet food at affordable pricing. Now, for the first time in the Gulf, the company is proud to introduce its retail line of Melvados Honest Treats Snacks featuring unique Southeast Asian flavours."
Fortuna Trading DMCC - AE,Hall: Za'abeel Hall 4 Stand: Z4-A29,"2706 One Lake Plaza ,Cluster T, ,Jumeirah Lakes Towers ,Dubai ,P.O. Box 643912 ,United Arab Emirates ",http://www.fortunadmcc.com,,,,https://www.linkedin.com/company/fortunatradingdmcc/mycompany/,,"Fortuna is a family-owned group that was established in Egypt, in 1992, with an objective to be part of the world’s leading agri-commodities trading houses. In order to have a more strategic and international hub, Fortuna moved its headquarters to the UAE in 2012, and Fortuna Trading DMCC was established. With the support of its partners in Egypt, Canada, Tanzania, and Turkey, we have become one of the leading players in the agricultural trading and processing industry in the Middle East and Africa. Our fully integrated agricultural and processing supply chain network is integral in bringing value to the agricultural industry, with Fortuna emerging as a trusted and credible partner to both producers and consumers alike. With our team of professionals that come with an extensive experience in the industry of over 30 years, Fortuna has always been in the lead due to our strong sourcing capabilities, efficient logistical management, and our unwavering commitment to quality and reliability. Our core business is comprised of physically buying and selling, in bulk, commodities such as grains, sugar, rice, pulses, wheat flour, pasta, oils, as well as animal feed, and shipping these commodities across the globe. For the past 20 years we have also committed ourselves to the noble cause of supplying major humanitarian organizations and NGOs with food commodities as well as food parcels. Over the years, Fortuna DMCC, has evolved as one of the leading commodities processors, packers & supply chain management companies operated by a dedicated team with over 30 years of wide experience in the field of soft commodities. The broad activities are as below: 1) Food Commodities 2) Feed Commodities 3) Humanitarian Food Aid Supplies"
Foods Connected,Hall: Shk Saeed Hall 1 Stand: S1-D33,"100 Patrick Street ,Lower Ground Floor ,Londonderry ,United Kingdom ",http://www.foodsconnected.com,,,,,,
Forrest Fresh Foods,Hall: Shk Saeed Hall 1 Stand: S1-C50,"Unit 6b Scotts Industrial Park ,Fishwick Street ,Lancashire ,United Kingdom ",http://www.forrestfoods.com,,,,,,
For Aisha,Hall: Shk Saeed Hall 1 Stand: S1-C47,"3 Castlegate, Grantham ,Lincolnshire ,United Kingdom ",http://www.foraisha.com,,,,,,
Forsan Foods & Consumer Products Co. Ltd. - Riyadh - SA,Hall: Hall 6 Stand: B6-44,"Prince Sultan bin Abdel Aziz Street ,P.O. Box 8103 ,Saudi Arabia ",http://www.forsan.com.sa,,,,https://www.linkedin.com/company/forsan-foods-and-consumer-products-company-ltd-/,,"Forsan Foods & Consumer Products Company ltd. was founded in 1979, In Riyadh KSA as a source of premium meat. Due to popularity and high demand Forsan soon became a leader in that segment. In 1981 Forsan became a distributor of premium meat alongside the gourmet meat store due to its popularity with households, shops and restauranteurs. In 1993 Forsan added Premium Bakery, Pastry ingredients, Consumer items and confectionary items to its portfolio. Since then Forsan has become a major premium food manufacturer, retailer and distributor, with a strong presence in all cities of Saudi Arabia and the middle east region offering a wide range of food-related products and services."
Food Kingdom for Food Industreis,Hall: Shk Rashid Hall Stand: R-142,"Alkhaledia Main Street Hamouda Intersection ,Almafraq ,alkhaledia ,Al Mafraq ,Jordan ",http://www.foodkingdom-jo.com,,,,,,"We strive for our distinctive food product to be our ambassador for every table around the world, satisfying all tastes and adding value to the table on which it is found. By being primarily a healthy food product rich in distinctive natural flavors, it is free from any unnatural additives."
Foster Clark Products Ltd. - MT,Hall: Concourse 1 Stand: CCR-1,"San Gwann Industrial Estate ,UB50 ,Malta ",http://www.fosterclark.com,,,,,,
Freeman Link Hong Kong Limited,Hall: Za'abeel Plaza Stand: ZP-19,"8 Parkhurst Road, Helensville, Auckland, New Zealand ,New Zealand ",http://www.parakaihoney.co.nz,,,,,,Parakai Honey Limited is a Tamaki Makaurau based apiculture and nutraceutical company. Our bee products are harvested from our own apiaries in Aotearoa New Zealand and will be Manufactured to the highest quality.
Four Import Export Ltda. - BR,Hall: Hall 4 Stand: 443,"Rua Bento Gonacalves ,1016 - Sala 606 - Bairro Centro ,Lajeado ,95900000 ,Brazil ",http://www.fourltd.com.br,,,,,,
FOUFAS Bros,Hall: Shk Saeed Hall 1 Stand: S1-G14,"5th km Astros - Tripolis ( Doliana ) ,5th km Astros - Tripolis ( Doliana ) ,Astros ,Greece ,22001 ,Greece ",https://www.foufas-oliveoil.gr,,,,,,"In 1960, Il. Oth. Foufas established a small olive oil packaging and standardization company in Doliana, Kynouria, on the sunny shores of the Argolic Gulf. In accordance with the longstanding Greek tradition, he establishes a high quality unit, in order to cover the needs of the local market and the areas around the flatland of Thyreatikos. With hard work, the small unit quickly expands throughout the Peloponnese and to the rapidly growing market of Athens, which is located less than two hundred kilometers away. The supply of olive oil is slowly differentiating. The olive oil used is from all over the Peloponnese, but also from other areas outside of it, and thus, all qualities are covered. Until 1985, the company deals exclusively with olive oil. From that year, the sons of Il. Foufas, George and Othonas, enter the company and the second phase of its development begins. With continuous investments, of which the two main took place in 1987 and 1990, the company initially gains nationwide fame and then expands to foreign markets. At the same time, it expands its product line to include a wide variety of seed oils. In 2012, the third generation actively enters the business and a new cycle of investments begins. The company greatly expands its clientele in foreign countries and at the same time, it strengthens its collaborations in Greece, which are the solid foundations for its further development."
Francois Doucet Confiseur - FR,Hall: Shk Saeed Hall 2 Stand: S2-B20,"Zone artisanale des bouillouette ,04700 ,France ",https://www.francois-doucet-confiseur.com,https://fr-fr.facebook.com/FrancoisDoucetConfiseur/,https://www.instagram.com/francoisdoucetconfiseur/?hl=fr,https://www.youtube.com/channel/UCD_C-tNsWGwI-f6suE8N1vw,https://www.linkedin.com/company/francois-doucet-confiseur/mycompany/,,"We are a family company created in 1696 by François Doucet. We are located in the heart of Provence (South of France) in order to have the highest raw materials quality. We give the utmost importance to seeking and selecting the finest fresh fruits and nuts : 75 percent of all our fruits comes from Provence., 100 percent of our Almonds and Hazelnuts come from France and 100 percent of our chocolate is trade fair We have established ourselves as the standard of reference for fruit jellies and coated chocolate. For 50 years now, our teams have been perpetuating and improving the traditional techniques used in artisanal confectionery and chocolate-manking."
France Bebe Nutrition,Hall: Hall 1 Stand: G1-23,"7 Avenue du Marechal de Lattre de Tassigny ,Morandieres ,Laval ,France ",https://www.francebebe.com,,,,,,
Fraahs Food LLP,Hall: Za'abeel Hall 3 Stand: Z3-E7,"188 Joo Chiat Terrace #03-09, One Eighties Residence ,Singapore ,Singapore ",,,,,,,
Fratelli Mantova since 1905,Hall: Za'abeel Hall 1 Stand: Z1-C27,"Via PonteTapino 19 ,Broccostella ,Frosinone ,03030 ,Italy ",https://www.sprayleggero.it,https://www.facebook.com/sprayleggero/,https://www.instagram.com/sprayleggero/,,https://www.linkedin.com/company/compagnia-alimentare-italiana/mycompany/?viewAsMember=true,,"Compagnia Alimentare Italiana is probably world’s most innovative company in olive oil and the entire edible oil field. A family company that started more than 100 years ago: our invention process is unstoppable, continuous, and relentless. Our desire for anticipating consumers’ needs, for their health or simply for their pleasure, is just never appeased. Extraordinary manufacturing and logistic capacity is also key to Compagnia Alimentare Italiana. We love to define ourselves big enough to serve yet small enough to care. Our production facility is equipped with the most updated technology to create efficiency and volume manufacturing capacity, but our organization of people is structured so to have the flexibility and caregiving of an artisan. Our products lines include 100 per cent spray oils: thanks to bag on valve system you can spray, stream or drip oils. We don't use propellants or additives. In recent years, the Company’s on-going R&D efforts coupled with close attention to consumer trends have led to the introduction of the revolutionary and exciting Sprayleggero range, winner of the Gulfood Best Innovative Product and Anuga’s Most Innovative Italian Product award."
