Name,Stand,Description,Address,Website
Barkat Rice Mills (Pvt) Limited - PK,Hall: Za'abeel Hall 6 Stand: Z6-E40,"Barkat Rice Mills was established in the year 1999 with significant investment in available technology. The company has highly trained and skilled professionals of the industry to ensure best use of technology. We give prime importance to quality as “Quality is our motto”. To provide the customers quality rice, we do not leave any area unattended, we BRM ensure a guaranteed end product that is hygienic, healthy and uniformed in quality. To ensure that basmati rice retains all that nature has given it, we have a sophisticated most modern plant installed at our mill from Buhler GmbH, Germany (5 ton/hour capacity). Buhler also provided assistance in design, engineering & commission. We are proud to mention that BRM has achieved certificates for the Quality, Environmental and Food Safety Management Systems, which are as follows: 1. ISO 9001: 2015 Quality Management System 2. ISO 14001: 2015 Environmental Management System 3. FSSC 22000 Food Safety Standard Certification 4. HACCP System Food Safety Management System 5. B R C (Issue -8) British Retail Consortium Global We have successfully launched our Brand KAALAR Basmati Rice in UK, Canada, USA, Sweden, Spain , France , Norway, Australia, Austria, Japan, Oman, Saudi Arabia, Ireland, Sudan, Mauritius, Thailand, Singapore, Hong Kong, and Denmark. We are exporting rice to more than 35 countries of the world both in our brand & private labels.","Plot # 220-223 ,Industrial Area I-10/3 ,Street No. 1 ,Islamabad ,Pakistan ,44000 ,Pakistan ",http://www.barkatrice.com
Barbera CaffÃ¨ S.p.A.,Hall: Za'abeel Hall 1 Stand: Z2-F90,"Caffe Barbera Co. is the oldest Italian coffee roasting company based in Naples, Italy, with an history of 152 years and six generations. Caffe Barbera distributes its products in more than 60 countries all over the world & boosts a premium Coffee Shop chain called : Cafe' Barbera - The Italian coffee house. Caffè Barbera has established its presence in the UAE and Middle East since 2004 with both its distribution channel and coffee franchise shops. Today, you can try Barbera Coffee in the most known hotels in the UAE and in several Cafè Barbera outlets such as Cafè Barbera Dubai Mall, Bay Square, Dubai hills Mall, Ibn Battuta Mall, City Center and many more Visit our website: www.caffebarbera.com www.cafebarbera.com","Via Orsini, 40 ,Naples ,Campania ,Italy ",https://caffebarbera.com/
Basso Fedele & Figli S.R.L. - Olio Basso,Hall: Shk Saeed Hall 1 Stand: S1-F34,"BASSO FEDELE & FIGLI Srl is a family run Company operating in the production and packing of edible oils since 1904. It is a Company with a business spread all over the World. Production is focused on a vast range of Quality Extra Virgin Olive Oils, but also significant is the production of further edible oils such as Pure Olive Oil, Olive Pomace Oil, Sunflower Seed Oil, Peanut Oil, Corn Oil, Soy Bean Oil, Grape Seed Oil, Rice Bran Oil, and so on.","Via Nocelleto, 46 ,SAN MICHELE DI SERINO ,ITALY ,83020 ,Italy ",http://www.oliobasso.com
Basic Commodity For Food Trade (Shaban Group),Hall: Shk Rashid Hall Stand: R-E13,"Shaban Group is one of the leading companies in the field of foodstuff. We are one of the largest market share holders for commodity trading and distribution in Jordan. For more than 70 years, with every product, we keep the consumer's best interest in mind, which is why our trademarks have quickly become recognized as the finest throughout the Kingdom.","Al Qastal â€“Air Freight street ,Jordan ",https://www.shaban-group.net
Batook Chewing Gum Ind. Ltd - SA,Hall: Hall 7 Stand: B7-39,Batook is the leading chewing gum manufacturer in the MENA of both sugar and sugar free in addition to Natural Mastic variant. we offer private label service of multiple format and form,"P.O. Box 27 Dammam 2nd Ind.Area ,Saudi Arabia ",http://www.batook.com
Basilur Tea Export (Pvt) Ltd - LK,Hall: Za'abeel Hall 2 Stand: Z2-E31,"We are a versatile company with an array of products to offer our consumers. All our consumers have something to look forward to every year. With a record of close to 1000 products in our portfolio, we have developed several lines under the below categories.","143/6, Weediyabandara Mawatha ,Mulleriyawa North ,Angoda ,Angoda ,Srilanka ,10620 ,Sri Lanka ",https://www.basilurtea.com/
Bazargani Pars Nikan Damavand,Hall: Shk Rashid Hall Stand: R-S41,Pars Nikan Damavand Co. is manufacturing and exporter of all kind of dates.,"Unit 17, No.12, 4th Alley, ,Miremad St., Mottahari St. ,Iran, Islamic Republic of ",https://www.crystaldates.co
Begas Agro S.A.,Hall: Shk Saeed Hall 1 Stand: S1-F20,"Begas Agro S.A. is a rice industry based in Halastra, Thessaloniki, Greece. We process and export around 30.000MT of premium Greek rice per year from a plethora of varieties. Our products include: • Medium Grain Rice • Long Grain Rice • Risotto Rice • Parboiled Rice (American and European type parboiled) • Camolino Rice • Paddy Rice • Brown (Cargo) Rice • Broken (White and Parboiled) Rice (Sortexed or Non Sortexed) We export strictly locally cultivated, Greek origin rice. We are confident we can meet your every need. Just let us know.","BEGAS AGRO SA FACILITIES ,18th km national road Thessaloniki - Athens ,Komvos Halastras ,Halastra ,Thessaloniki ,57300 ,Greece ",http://www.begasagro.gr
Belourthe SA,Hall: Shk Saeed Hall 2 Stand: S2-C8,"Belourthe is the European expert of baby nutrition and the ideal partner for all your project in Babyfood. Belourthe proposes a large range of cereals and infant milks : baby cereals from 4 months, powdered infant milks (stages 1/2/3), as well as many other products to discover on our booth.","Avenue Des Villas, 3 ,HAMOIR ,4180 ,Belgium ",http://www.belourthe.be/
Al Saqr General Trading Co. L.L.C. - AE,Hall: Za'abeel Hall 6 Stand: Z6-B40,Al-Saqr General Trading LLC is a firm with a solid legacy more than 34 years. Over the years we have built a reliable supply chain and remarkable reputation for bringing you high quality agro food commodities with the utmost care and integrity.,"Al Ahmediya Building ,Shop: 32 ,Al Ras Street ,Deira, Dubai ,UAE ,P.O. Box 16136 ,United Arab Emirates ",http://www.alsaqrtrading.com
AL WAHAB RICE MILLS PVT LTD,Hall: Za'abeel Hall 6 Stand: Z6-100,"AL Wahab Rice Mills Pvt. Ltd. is a professionally managed organization that specializes in providing a comprehensive range of Basmati & Non-Basmati Rice. Established in the year 1998, the company is in Kamoke, Distt Gujranwala, Pakistan. Initially, the business was set up in 1990 as Wahab Traders. Since the company has emerged as a key player in the domain of Agricultural Industry. We have broad experience of farming paddy, because we basically come from a farmer's background. We are specialists in organic & conventional farming. We grow paddy on our own farms and purchase paddy direct from other farmers. Our facilities are IFS, BRC, KOSHER, HALAL, HACCP & ISO-certified. We are also certified for Organic, Fairtrade, SRP. The company drying, husking, processing & parboiling setup with high quality state of the art latest machines imported from Buhler group and SATAKE Corporation. The total processing capacity is 35.5 M. tons per hour at present. We have 4 production and processing units. Company stock capacity is 56000M/Tons of raw Basmati and non-basmati. We take care of our entire business partners because we believe in having lifetime business relationships with them.","Mian G, T Road Sahdoke, KAMOKE ,Gujranwala ,52368 ,Pakistan ",https://www.alwahabrice.com
Al Wefag Manufacturing & Trd. Co. Ltd,Hall: The Pavilion Stand: T-B2,"The seed of Al Wefag’s development started in 1968 in the heart of Old Jeddah. From an obscure wholesaler specializing in sweets, we have grown not by leaps and bounds but by steady cultivation of people and products, gradual development of brands, and constant supply of consumer satisfaction. Al Wefag has prospered into a full-fledged marketing institution, engaged both in manufacturing and brand building","P.O. Box 20772 ,Jeddah ,Mekkah ,Saudi Arabia ",https://www.alwefag.com
Al-Khair Exports,Hall: Za'abeel Hall 5 Stand: Z5-F21,"Al-Khair Exports are one of the largest contributors to the global export of rice and sugar in the region. As a dynamic organization, Al-Khair Exports seeks to expand its global footprint and further improve the country's position in the international market. We use our expertise to bring the inherent goodness of Rice, Sugar, Spices, and Grains to everyone, every day. We never compromise on purity, taste, quality or nutrition, so with AL-KHAIR EXPORTS you can always feel good. AL -KHAIR EXPORTS is one of the emerging in production, and export of Rice, Sugar, pulses, spices and Grains etc. products. Started as a business in 2001. Best quality is our identity. We are rebound for our best products with unmatched rates. We believe in making relationship. Our Mission to become world's largest trading company of agricultural commodities by adhering to highest standards practices. To provide highest quality of agricultural commodities that surpasses our customers' expectations. To constantly analyse and improvise on our unique quality management techniques for our customers' satisfaction. To create an excellent network of distributors the world over. Our vision to provide impeccable and transparent information to our customers to further strengthen their trust in us. To create a network of customers and suppliers who believe in our highest standard of business practices.","No 111 Batu 4 1/2Jalan Tebrau ,India ",http://www.alkhairexports.com/contact.php
Al- Sameer Exports Pvt Ltd -IN,Hall: Hall 3 Stand: D3-27,"Our story begins with a unique blend of commitment, quality, passion, hard work and dedication in providing Halal Frozen Boneless Buffalo Meat across the world. With more than Fifteen years of experience in processing & exporting Halal Frozen Boneless Buffalo Meat, our intellectual director, Mohd Sameer under their leadership and vast experience the company has covered UAE, CIS, Far-East and all the African Countries. The Group today owns modern integrated meat plant vide plant no APEDA/170 located at Bihar in India. Which are duly approved by APEDA, Govt of India our plant also approved by Egypt , UAE, JORDAN, IRAQ, ALGERIA AND SAUDI ARABIA government. Today we are one of the most trusted name in the industry catering all kinds of Halal Frozen Boneless Buffalo Meat requirements. Our Brands ""SULTAN, DEDA, MIRZA & SUPERSTAR” are popular in their respective markets across the Globe. Quality Is Our Habit The trust of our clients all over the world put into us, is the driving force that motivates us to do even better in providing the best quality in the industry. Quality is our commitment and foremost priority and we firmly stands by that. In our pursuance to serve better and hygienically processed quality Halal Boneless Buffalo Meat, we are ISO 22000:2005 certified & FSSAI certified All the animals in our plant are checked & inspected by the Veterinary Doctors and by the Microbiologists under the Supervision of State Government Department of Animal Husbandry and only after their approval, the animals are slaughtered, processed & packed hygienically as per Islamic Halal rites We have outsourced the state of the art world class technologies conforming to international quality and standards and we proud to mention that we have been awarded ""Three Star Export House"" Status by the Government of India.","10/14 Thakur Ki Kothi Kaiser Ganj Road Meerut ,INDIA ,110001 ,India ",https://www.alsameerexports.com
